,address,city,country,description,distanceFromCenter,field1,field8,friendlyUrl,id,lat,long,name,postalCode,province
794,"660 Villeray Street, Suite 2.109",Villeray—Saint-Michel—Parc-Extension,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island', 'Eligibility': 'children with learning difficulties, specialized schools or classes', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'activities: Saturday and Sunday, programs: variable', 'WebsiteAddress': 'www.gymno.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'montreal@gymno.org', 'FeeStructureSource': 'depending on the program', 'MetaDescription': 'GYMNO MONTR\\xC9AL : Gym and swimming pool recreational and stimulation activities. Les Fouineurs for 3 to 4 year olds: parent-child activities and conferences.Les Explorateurs for 5 to 10 year olds: games in gymnasium and swimming pool.Les Globe-trotters for', 'ApplicationProcess': '', 'Phone1Number': '514 721-3663'}}",6.264358028121314,18767907,PL-6400.1500-850 * YF-4500; PL-7000.3150 * YF-4500; PS-6500; PH-6100.1700,gymno-montreal-18767907,1730657,45.54327,-73.62149,gymno montr\xE9al,H2R 1J1,QC
795,660 Villeray Street,Villeray—Saint-Michel—Parc-Extension,Canada,"{'AllFields': {'CoverageArea': 'Villeray', 'Eligibility': 'people on a low income, deprived or vulnerable', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 8h30 to 16h30', 'WebsiteAddress': 'www.mqv.qc.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'mqv@bellnet.ca', 'FeeStructureSource': 'none', 'MetaDescription': 'MAISON DE QUARTIER VILLERAY (LA) : Popular educationÂ\xa0and supportÂ\xa0centre addressing poverty, social isolation and food security. Volunteer involvement and social action.Reception and referral.Community meals.Collective kitchens.Soup kitchen.Low-price groce', 'ApplicationProcess': '', 'Phone1Number': '514 272-4589'}}",6.264358028121314,18762771,TC-5500.6000; BD-5000.1470; BD-2600.1500; BM-6500.6500-250; BD-5000.8300; TI-1800.3000-050; TI-1800.4500-900; TI-1800.6500-600; TI-1800.3000-200; TI-1800.2000; TI-1800.3000-180; TI-1800.4500-850; BD-1875.2700; TJ-6500 * YZ-6600; TD-1600.3200; HL-8120.7800; TJ-1800.6650; YH-6000.0700; YH-0300.5350; PX; YH-6000.3100; BD-2400.4950; PD-6250.6600; BD-2400.2590; BD-1800.2000,maison-de-quartier-villeray-la-18762771,1738988,45.54327,-73.62149,maison de quartier villeray (la),H2R 1J1,QC
796,"3958 Dandurand Street, 3rd Floor",Rosemont—La Petite-Patrie,Canada,"{'AllFields': {'CoverageArea': 'Greater Montr\\xE9al', 'Eligibility': '', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 9h00 to 12h00 and 13h00 to 17h00', 'WebsiteAddress': 'www.actionautonomie.qc.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'lecollectif@actionautonomie.qc.ca', 'FeeStructureSource': 'none', 'MetaDescription': 'ACTION AUTONOMIE - COLLECTIVE FOR MENTAL HEALTH ADVOCACY IN MONTR\\xC9AL : Helping relationship, support, accompaniment and referral.Information on rights and recourses.Advocacy of rights, awareness and training.Representation and pressure to change certain p', 'ApplicationProcess': '', 'Phone1Number': '514 525-5060'}}",6.302911731275092,18761998,TD-1600.3100-550,action-autonomie-collective-for-mental-health-advocacy-in-montreal-18761998,1733884,45.55827,-73.5719,action autonomie - collective for mental health advocacy in montr\xE9al,H1X 1P7,QC
797,"3958 Dandurand Street, Suite 22",Rosemont—La Petite-Patrie,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': 'community organizations supporting caregivers', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Tuesday to Thursday 9h00 to 17h00', 'WebsiteAddress': 'www.ranq.qc.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': 'youtu.be/5JYZs8mBaJg', 'EmailAddressMain': 'info@ranq.qc.ca', 'FeeStructureSource': 'membership: $30 per year', 'MetaDescription': 'REGROUPEMENT DES AIDANTS NATURELS DU QU\\xC9BEC : Grouping of associations, groups, local and regional organizations whose mission is to improve the quality of life of caregivers in Qu\\xE9bec. Population and public authorities awareness about the realities and n', 'ApplicationProcess': 'by email or by phone to be referred to the service of your area', 'Phone1Number': '514 524-1959'}}",6.302911731275092,23970161,TD-6500 * YZ-1350,regroupement-des-aidants-naturels-du-quebec-23970161,1739303,45.55827,-73.5719,regroupement des aidants naturels du qu\xE9bec,H1X 1P7,QC
798,3958 Dandurand Street,Rosemont—La Petite-Patrie,Canada,"{'AllFields': {'CoverageArea': 'Rosemont-La Petite-Patrie', 'Eligibility': 'families: fathers, children, mothers', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday, Wednesday and Friday 9h00 to 17h00, Tuesday and Thursday 9h00 to 21h30, father-child workshops: Saturday 9h00 to 12h00, discussion evenings: Thursday 18h00 to 21h00', 'WebsiteAddress': 'www.coopere.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@coopere.ca', 'FeeStructureSource': 'free or reduced fees', 'MetaDescription': 'COOP\\xC8RE ROSEMONT : Support to fathers and families. Home environment.Hotline and one-on-one meetings.Accompaniment with procedures. information, Internet access, resources and support.Community garden, Pr\\xE9paÂ\xa0lunchÂ\xa0enfantsÂ\xa0program, dinners, collective kitc', 'ApplicationProcess': 'participate in at least one activity', 'Phone1Number': '514 419-4736'}}",6.302911731275092,18763404,PH-2360.1800; BD-2600.1500; BD-5000.1470; BM-6500.6500-250; PS-6500; PH-6100.6800; PN-8100.6500-650 * YK-6500.1900; PH-6100.6600; LJ-5000.1500; PH-6100.1800-250,coopere-rosemont-18763404,1739564,45.55827,-73.5719,coop\xE8re rosemont,H1X 1P7,QC
799,1473 Bennet Avenue,Mercier—Hochelaga-Maisonneuve,Canada,"{'AllFields': {'CoverageArea': 'Greater Montr\\xE9al', 'Eligibility': 'women in difficulty', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': '8h30 to 15h30', 'WebsiteAddress': 'www.capstbarnabe.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'michelle.patenaude@capstbarnabe.org', 'FeeStructureSource': 'none', 'MetaDescription': ""CARREFOUR D'ALIMENTATION ET DE PARTAGE SAINT-BARNAB\\xC9 - R\\xC9PIT ST-BARNAB\\xC9 : Day respite for women in difficulty. Beds, showers, breakfast and snacks, laundry, listening and referrals.Respect for the needs, anonymity, without judgment or discrimination."", 'ApplicationProcess': 'in person or by phone', 'Phone1Number': '514 251-2081'}}",6.32050555334016,31225103,BH-1800.3500; BD-5000.8300; BM-6500.6500-710; BM-6500.6500-450; BH-1800.8500-170,carrefour-dalimentation-et-de-partage-saint-barnabe-repit-st-barnabe-31225103,1737860,45.55331,-73.53332,carrefour d'alimentation et de partage saint-barnab\xE9 - r\xE9pit st-barnab\xE9,H1V 2S5,QC
800,1473 Bennett Avenue,Mercier—Hochelaga-Maisonneuve,Canada,"{'AllFields': {'CoverageArea': 'Greater Montr\\xE9al', 'Eligibility': 'homeless men and women', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday night to Sunday morning: 21h30 to 7h30, December to April: 7 days, 17h00 to 7h30', 'WebsiteAddress': 'www.capstbarnabe.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': 'none', 'MetaDescription': ""CARREFOUR D'ALIMENTATION ET DE PARTAGE SAINT-BARNAB\\xC9 - REFUGE D'HOCHELAGA : Overnight emergency accommodation for men and women.Dinner and breakfast.Shower and laundry room.Support and referral."", 'ApplicationProcess': 'no reservation possible, one should get on site by 21h30', 'Phone1Number': '514 251-2081'}}",6.32050555334016,32067350,YH-6000.3100; BH-1800.8500 * YV-3000.3050; BH-1800.8500 * YV-3000.7500; BM-6500.6500-710; BM-6500.6500-450,carrefour-dalimentation-et-de-partage-saint-barnabe-refuge-dhochelaga-32067350,1739429,45.55331,-73.53332,carrefour d'alimentation et de partage saint-barnab\xE9 - refuge d'hochelaga,H1V 2S5,QC
801,4545 Pierre-De Coubertin Avenue,Mercier—Hochelaga-Maisonneuve,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': 'men of all ages, questioning or going through all sorts of emotional or affective difficulties', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'by appointment', 'WebsiteAddress': 'www.hommesquebec.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': 'https://www.youtube.com/embed/_9NHyoToFvg', 'EmailAddressMain': 'info@hommesquebec.ca', 'FeeStructureSource': 'annual membership: $50, $90 for 2 years, $120 for 3 years', 'MetaDescription': 'HOMMES QU\\xC9BEC : Support groups: adjusting to fatherhood, relationship difficulties, breakups, job loss, adjusting to retirement, loss of energy and enthusiasm, anger and impulsivity, questions about sexual orientation, grief, search for meaning, etc.Partn', 'ApplicationProcess': 'by phone, email, on the website or Facebook', 'Phone1Number': '514 273-6162 ext. 5022'}}",6.328683227617495,18762687,PN-8100.4500-500; PN-8100.1000-250; PN-8100.4500-400; PN-8100.6500-650 * YK-6500.1900; PN-8100.6500-750; TD-6500 * YZ-4900,hommes-quebec-18762687,1739008,45.55752,-73.55154,hommes qu\xE9bec,H1V 0B2,QC
802,4545 Pierre-De Coubertin Avenue,Mercier—Hochelaga-Maisonneuve,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': '', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': '', 'WebsiteAddress': 'www.quebecoiseaux.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@quebecoiseaux.org', 'FeeStructureSource': '', 'MetaDescription': 'REGROUPEMENT QU\\xC9BECOISEAUX : Development of birdwatching and conservation of birds and their habitats.', 'ApplicationProcess': '', 'Phone1Number': '514 252-3190'}}",6.328683227617495,18763726,PS-8200.9500-100,regroupement-quebecoiseaux-18763726,1734665,45.55752,-73.55154,regroupement qu\xE9becoiseaux,H1V 0B2,QC
803,4545 Pierre-De Coubertin Avenue,Mercier—Hochelaga-Maisonneuve,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': 'people with a physical impairment or an interest in parasports', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': '', 'WebsiteAddress': '', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@parasportsquebec.com', 'FeeStructureSource': 'variable', 'MetaDescription': 'PARASPORTS QU\\xC9BEC : Implementation and coordination of programs and projects for people with a physical impairment. Promotion of health and physical activity.Coordination of access to parasport at all performance levels.', 'ApplicationProcess': 'via the website', 'Phone1Number': '514 252-3108'}}",6.328683227617495,35771725,PL-7000.3150,parasports-quebec-35771725,1731377,45.55752,-73.55154,parasports qu\xE9bec,H1V 0B2,QC
804,30 Lyncroft Road,Hampstead,Canada,"{'AllFields': {'CoverageArea': 'Hampstead', 'Eligibility': '', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 8h30 to 16h30, spring: Monday and Tuesday 8h30 to 20h00, Wednesday to Friday 8h30 to 16h30', 'WebsiteAddress': 'www.hampstead.qc.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'recreation@hampstead.qc.ca', 'FeeStructureSource': 'variable', 'MetaDescription': 'HAMPSTEAD - COMMUNITY SERVICES AND RECREATION : Community, cultural and sporting activities.Community centre, parks, swimming pool, tennis courts, ice rinks.Summer day camp.Special events.Volunteering.Hall rental.', 'ApplicationProcess': '', 'Phone1Number': '514 369-8200 ext. 3'}}",6.331874400140037,18766358,TD-0300.1200 * PL-7000.4360; TC-0500,hampstead-community-services-and-recreation-18766358,1735519,45.48281,-73.64388,hampstead - community services and recreation,H3X 3E3,QC
805,7779 Casgrain Avenue,Villeray—Saint-Michel—Parc-Extension,Canada,"{'AllFields': {'CoverageArea': 'Greater Montr\\xE9al', 'Eligibility': 'children, youth, adults and seniors with a social, physical, psychological or intellectual disability', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 8h00 to 12h00 and 13h00 to 18h00', 'WebsiteAddress': 'www.zootherapiequebec.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@zootherapiequebec.ca', 'FeeStructureSource': '', 'MetaDescription': ""ZOOTH\\xC9RAPIE QU\\xC9BEC : Individual or group counselling using familiar animals.Fudge \\xE0 l'\\xE9cole: education and prevention of bites.Counselling, assessment of needs.Institutional and private supervision.Information on using zootherapy for issues such as aging,"", 'ApplicationProcess': '', 'Phone1Number': '514 279-4747'}}",6.338129422424198,18762671,RP-8000.6400; RF-3300; RF-2500; TJ-6500,zootherapie-quebec-18762671,1732238,45.53937,-73.62828,zooth\xE9rapie qu\xE9bec,H2R 1Z2,QC
806,1475 Bennett Street,Mercier—Hochelaga-Maisonneuve,Canada,"{'AllFields': {'CoverageArea': 'Greater Montr\\xE9al', 'Eligibility': 'single women who are homeless or at risk of homelessness', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday, Wednesday, Thursday and Friday 9h00 to 12h00 and 13h00 to 19h00, Tuesday 13h00 to 19h00', 'WebsiteAddress': 'www.capstbarnabe.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@capstbarnabe.org', 'FeeStructureSource': '25% of income', 'MetaDescription': ""CARREFOUR D'ALIMENTATION ET DE PARTAGE SAINT-BARNAB\\xC9 - MAISON SAINTE-CATHERINE : Housing for women. 14 individual rooms allowing women to find an apartment and promoting social and professional reinsertion.All other services of Carrefour d'alimentation et"", 'ApplicationProcess': 'registration file is avalaible on-site', 'Phone1Number': '514 251-2081'}}",6.339700857801388,25620599,BH-8600 * YV-3000.7500,carrefour-dalimentation-et-de-partage-saint-barnabe-maison-sainte-catherine-25620599,1738257,45.55358,-73.53357,carrefour d'alimentation et de partage saint-barnab\xE9 - maison sainte-catherine,H1V 2S5,QC
807,1475 Bennett Avenue,Mercier—Hochelaga-Maisonneuve,Canada,"{'AllFields': {'CoverageArea': 'Mercier-Hochelaga-Maisonneuve', 'Eligibility': 'people on a low income', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday, Wednesday, Thursday and Friday 9h00 to 12h00 and 13h00 to 17h00, Tuesday 13h00 to 17h00, breakfast: 9h00 to 10h00, diners: starting the 10th of each month, Monday to Friday 15h30 to 16h00', 'WebsiteAddress': 'www.capstbarnabe.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@capstbarnabe.org', 'FeeStructureSource': 'membership card mandatory for food assitance and community grocery store: $3.50', 'MetaDescription': ""CARREFOUR D'ALIMENTATION ET DE PARTAGE SAINT-BARNAB\\xC9 : Day centre.Computers and phones available for administrative procedures.Coffee, breakfast and meals.Monthly food assistance.Thrift store: affordable clothing.Community grocery store: food at low price"", 'ApplicationProcess': 'by phone or in person', 'Phone1Number': '514 251-2081'}}",6.339700857801388,18760827,BD-1800.2000; HL-8120.7800; BH-1800.3500; BM-8500; LH-2700.6000; TI-1800.3000-050; TI-1800.8100; TI-1800.4500-900; TI-1800.4500-100; TI-1800.6500-600; TI-1800.3000-180; TI-1800.1500; TI-1800.4500-850; TI-1800.3000-350; BD-5000.8300; TJ-1800.6650; BD-1800.6400; TC-0500; RP-5000.6600; PH-2950.1500-220; BD-2400.4950; BD-2400.4950,carrefour-dalimentation-et-de-partage-saint-barnabe-18760827,1739561,45.55358,-73.53357,carrefour d'alimentation et de partage saint-barnab\xE9,H1V 2S5,QC
808,1475 Bennett Avenue,Mercier—Hochelaga-Maisonneuve,Canada,"{'AllFields': {'CoverageArea': 'Greater Montr\\xE9al', 'Eligibility': 'single men who are homeless or at risk of homelessness', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday, Wednesday, Thursday, Friday 9h00 to 12h00 and 13h00 to 19h00, Tuesday 13h00 to 19h00', 'WebsiteAddress': 'www.capstbarnabe.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': '25% of income', 'MetaDescription': ""CARREFOUR D'ALIMENTATION ET DE PARTAGE SAINT-BARNAB\\xC9 - MAISON VIAU : Rooms for single men in precarious situations aiming for social and professional reintegration. Support offered and possibility to access all the services of Cap Saint-Barnab\\xE9."", 'ApplicationProcess': '', 'Phone1Number': '514 251-2081'}}",6.339700857801388,31225030,BH-8600 * YV-3000.3050,carrefour-dalimentation-et-de-partage-saint-barnabe-maison-viau-31225030,1738462,45.55358,-73.53357,carrefour d'alimentation et de partage saint-barnab\xE9 - maison viau,H1V 2S5,QC
809,1475 Bennett Avenue,Mercier—Hochelaga-Maisonneuve,Canada,"{'AllFields': {'CoverageArea': 'Greater Montr\\xE9al', 'Eligibility': 'men and women 18 to 60 years old with mental health issues', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday, Wednesday, Thursday and Friday 9h00 to 12h00 and 13h00 to 19h00, Tuesday 13h00 to 19h00', 'WebsiteAddress': 'www.capstbarnabe.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@capstbarnabe.org', 'FeeStructureSource': '25% of income', 'MetaDescription': ""CARREFOUR D'ALIMENTATION ET DE PARTAGE SAINT-BARNAB\\xC9 - MAISON L'ESP\\xC9RANCE : Housing with outpatient supervision for autonomous people with mental health problems and on a low income. Monthly individual meetings.Self-growing project aiming to improve life"", 'ApplicationProcess': 'fill-in an admission form', 'Phone1Number': '514 251-2081'}}",6.339700857801388,31225054,BH-8600 * YV-3000.7500; BH-8600 * YV-3000.3050; RR-8800.5100,carrefour-dalimentation-et-de-partage-saint-barnabe-maison-lesperance-31225054,1738256,45.55358,-73.53357,carrefour d'alimentation et de partage saint-barnab\xE9 - maison l'esp\xE9rance,H1V 2S5,QC
810,7120 Sagard Street,Villeray—Saint-Michel—Parc-Extension,Canada,"{'AllFields': {'CoverageArea': 'Saint-Barth\\xE9l\\xE9my Parish and a part of Saint-Philippe merged Parish', 'Eligibility': 'people on a low income', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': '2 to 3 times per month, following the 20th of every month, by appointment', 'WebsiteAddress': '', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': 'free', 'MetaDescription': 'SOCI\\xC9T\\xC9 DE SAINT-VINCENT-DE-PAUL - SAINT-BARTH\\xC9L\\xC9MY : Distribution of food vouchers.Christmas baskets.School supplies.', 'ApplicationProcess': '', 'Phone1Number': '514 400-7531'}}",6.340134606976026,18765793,BD-1800.2250; PH-2950.1500-120; HL-8120.7800,societe-de-saint-vincent-de-paul-saint-barthelemy-18765793,1730554,45.55198,-73.60558,soci\xE9t\xE9 de saint-vincent-de-paul - saint-barth\xE9l\xE9my,H2E 2S4,QC
811,4551 La Fontaine Street,Mercier—Hochelaga-Maisonneuve,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island', 'Eligibility': 'teenagers 12 to 22 years old who dropout, pregnant or mothers, or teenagers with academic issues', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'September to June, Monday to Friday 9h00 to 16h30', 'WebsiteAddress': 'www.revdec.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'revdec@videotron.ca', 'FeeStructureSource': '', 'MetaDescription': 'PETIT REVDEC (LE) : Preparation for school return accredited by the Centre Champagnat.Daycare service on site for participants.Clothing counter.Mother-child workshops.Valorization workshops.Solidarity follow-up.', 'ApplicationProcess': 'call to discuss with an intervener', 'Phone1Number': '514 899-5499'}}",6.349882626644966,18766821,HH-7920; HH-1600.1600,petit-revdec-le-18766821,1739469,45.5545011,-73.5362795,petit revdec (le),H1V 1P6,QC
812,4560 Adam Street,Mercier—Hochelaga-Maisonneuve,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al', 'Eligibility': 'young adults 18 to 35 years old', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'administration: Monday to Friday 8h30 to 16h30', 'WebsiteAddress': 'www.jeunest.qc.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@jeunest.qc.ca', 'FeeStructureSource': 'none', 'MetaDescription': ""PRODUCTIONS JEUN'EST : Training in technical trades of the scene."", 'ApplicationProcess': '', 'Phone1Number': '514 493-6830 ext. 122'}}",6.35316438243418,18762988,ND-6500.9800; ND-2000.3500-820 * YB-9000,productions-jeunest-18762988,1737886,45.55377,-73.53375,productions jeun'est,H1V 1V2,QC
813,2085 Bennett Avenue,Mercier—Hochelaga-Maisonneuve,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island', 'Eligibility': 'men and women 18 to 55 years old', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'administration: Monday to Thursday 6h30 to 12h00 and 12h30 to 15h00, factory: Monday to Thursday 7h00 to 12h00 and 13h00 to 16h30, shop: Wednesday to Friday 9h00 to 18h00, Saturday and Sunday 9h00 to 17h00, open by appointment during the winter', 'WebsiteAddress': 'www.sosvelo.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@sosvelo.ca', 'FeeStructureSource': '', 'MetaDescription': 'SOS V\\xC9LO : Social and work integration. Recycling and reconditioning of bikes, under the \\xC9cov\\xE9lo label.Selling of used bicycles at affordable prices.Pick-up of bicycles.', 'ApplicationProcess': '', 'Phone1Number': '514 251-8803'}}",6.366012983473911,18763511,TI-1800.9000-080; ND-2000.3500-820 * YB-0500; TI-2100; BM-8500,sos-velo-18763511,1730534,45.55562,-73.53987,sos v\xE9lo,H1V 2T2,QC
814,6875 D\xE9carie Boulevard,C\xF4te-des-Neiges—Notre-Dame-de-Gr\xE2ce,Canada,"{'AllFields': {'CoverageArea': 'Greater Montr\\xE9al', 'Eligibility': 'seniors and people in need particularly from the Jewish community', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Thursday 9h00 to 16h00', 'WebsiteAddress': 'www.madacenter.com', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'mada@madacenter.com', 'FeeStructureSource': 'food bank: free', 'MetaDescription': 'MADA COMMUNITY CENTER : Food bank.Cafeteria.FurnitureÂ\xa0and clothing depot.Individual and family support.Social and educational programs.Shabbat to share: weeklyÂ\xa0friendly visit with meal forÂ\xa0elderly patrons with special needs.Community-wide holiday celebrat', 'ApplicationProcess': 'assessment', 'Phone1Number': '514 342-4969'}}",6.388675272578395,23262914,TC-5500.6000; BD-1800.2000; BM-6500.1500-250; BM-3000.2000-250; YR-3500; PH-1400.1900-230; BD-5000.4500; BD-1800.8200-380; BD-5000.3500,mada-community-center-23262914,1731307,45.49252,-73.64816,mada community center,H3W 3E4,QC
815,"3285 Cavendish Boulevard, Suite 560",C\xF4te-des-Neiges—Notre-Dame-de-Gr\xE2ce,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': 'home and school associations', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 9h00 to 16h00', 'WebsiteAddress': 'www.qfhsa.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@qfhsa.org', 'FeeStructureSource': 'membership: $20', 'MetaDescription': 'QU\\xC9BEC FEDERATION OF HOME AND SCHOOL ASSOCIATIONS : Grouping of associations aiming to improve the education and welfare of all children.Coordination of the organization of new associations.Maintenance of a constant consultation with provincial education', 'ApplicationProcess': '', 'Phone1Number': '514 481-5619'}}",6.399147750482629,18761028,TN-1800.3000; TD-1600.1770,quebec-federation-of-home-and-school-associations-18761028,1734294,45.46368,-73.62887,qu\xE9bec federation of home and school associations,H4B 2L9,QC
816,3350 Cavendish Boulevard,C\xF4te-des-Neiges—Notre-Dame-de-Gr\xE2ce,Canada,"{'AllFields': {'CoverageArea': 'West Island', 'Eligibility': 'seniors and people with a loss of autonomy', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': '', 'WebsiteAddress': 'www.saint-andrew.ca/en/', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': '', 'MetaDescription': ""CENTRE D'H\\xC9BERGEMENT SAINT-ANDREW : Public housingÂ\xa0centre for seniors and people with a loss of autonomy. Housing and long term care."", 'ApplicationProcess': '', 'Phone1Number': '514 484-7878'}}",6.416200437447413,18767300,LL-6000,centre-dhebergement-saint-andrew-18767300,1729919,45.46322,-73.62858,centre d'h\xE9bergement saint-andrew,H4B 2M7,QC
817,6484 de Monkland Avenue,C\xF4te-des-Neiges—Notre-Dame-de-Gr\xE2ce,Canada,"{'AllFields': {'CoverageArea': 'C\\xF4te-Des-Neiges-Notre-Dame-De-Gr\\xE2ce', 'Eligibility': '', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 8h00 to 18h00, tests centre: 7h30 to 9h30', 'WebsiteAddress': 'www.ciussswestcentral.ca/sites-and-resources/clsc/clsc-benny-farm', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': '', 'MetaDescription': 'CLSC DE BENNY FARM : Frontline services for routine health and social services. Â\xa0Support to pregnant women and new parents.Sexual health clinic.Youth clinic: sexual health and psychosocial intervention.Mental health care.SIDEP: HIV/AIDS and STBBI screenin', 'ApplicationProcess': 'quit smoking centre: call the appointment centre', 'Phone1Number': '514 484-7878'}}",6.418731325276105,37059479,LN-1500; RP-5000.6600; BD-1800.8200-250; LF-4900.2400; LF-4900.8000; LH-0600.5000-950; LH-0600.5000-970; LH-2700.0150; LJ-2000.0100-030; LJ-2000.6500; LJ-2000.6750; LJ-5000.0900; LJ-5000.1000; LJ-5000.1500; LJ-5000.5250; LJ-5000.6500; LJ-5000.6600; LJ-8000; LN-7800; LT-2800.3100; LT-3000; PH-6100.1800-250; LJ-5000.6615; PH-6100.1800-900; PH-6100.6800; PN-8100.1400; RF-3300; RP-1400.8000-050; RP-1400.8000-145; RR-5150.2500; RX-8250.0500; RX-8450.7900; RX-8470.1900-610; PH-7000.6000 * YB-8000; LH-2700.1700 * YF-3000.2440; LH-2700.1700 * YF-3000.3800; LH-2700.1700 * YF-3000.4780; LJ-2000.1000-100,clsc-de-benny-farm-37059479,1735403,45.46554,-73.63143,clsc de benny farm,H4B 1H3,QC
